Row_Number,Cell_ID,MERFISH_cell_type_annotation.y
1199,2795903600293100033,oligodendrocyte_progenitor_2
1200,2656144900397100067,astrocyte_1
1201,2707604700226100136,oligodendrocyte_progenitor_2
1202,2787889600441100189,oligodendrocyte_progenitor_2
1203,2796212800617100020,MV_in_Gm26673
1204,2787445900013100045,DH_ex_Nmu/Tac2
1205,2787889600277100024,oligodendrocyte_progenitor_2
1206,2726562700215100144,oligodendrocyte_1
1207,2707737900118100035,oligodendrocyte_progenitor_2
1208,2787889600583100026,oligodendrocyte_progenitor_2
1209,2787445900357100042,oligodendrocyte_progenitor_2
1210,2787445900734100024,oligodendrocyte_progenitor_2
1211,2946331700000012630,DH_ex_Sox5
1212,2796212800947100112,oligodendrocyte_progenitor_2
1213,2795103300233100308,oligodendrocyte_progenitor_2
1214,2707604800079100069,oligodendrocyte_progenitor_2
1215,2787889600095100153,oligodendrocyte_progenitor_2
1216,2707604700086100149,DH_in_Npy2r
1217,2795584800238100181,DH_in_Pdyn
1218,2787445900205100026,oligodendrocyte_progenitor_2
1219,2796212800595100028,oligodendrocyte_progenitor_2
1220,2787445900677100190,MV_in_Sema5b
1221,2787889600318100099,oligodendrocyte_progenitor_2
1222,2946331700000021505,MV_in_Sema5b
1223,2795903600427100235,oligodendrocyte_progenitor_2
1224,2787445900246100115,oligodendrocyte_progenitor_2
1225,2796212800371200037,astrocyte_1
1226,2795584800450100183,oligodendrocyte_progenitor_2
1227,2656144900034100068,astrocyte_1
1228,2787445900859100243,oligodendrocyte_progenitor_2
1229,2945606900000014639,oligodendrocyte_progenitor_2
1230,2656144900420100115,astrocyte_1
1231,2946331700000001194,astrocyte_1
1232,2795103300188100036,oligodendrocyte_progenitor_2
1233,2656144900446100011,astrocyte_1
1234,2796212800849100156,oligodendrocyte_progenitor_2
1235,2795103300346100281,DM_ex_Zfhx3
1236,2795584800476100109,DH_ex_Nmu/Tac2
1237,2795903600301100280,DH_ex_Nmu/Tac2
1238,2795903600481100136,oligodendrocyte_progenitor_2
1239,2796212800375100185,astrocyte_1
1240,2787889600582100216,oligodendrocyte_progenitor_2
1241,2796212800954100042,oligodendrocyte_progenitor_2
1242,2726562700255100238,oligodendrocyte_1
1243,2787445900205100061,oligodendrocyte_progenitor_2
1244,2787889600420100086,oligodendrocyte_progenitor_2
1245,2795103300150100170,oligodendrocyte_progenitor_2
1246,2787445900426100184,oligodendrocyte_progenitor_2
1247,2796212800200100039,oligodendrocyte_progenitor_2
1248,2656143800393100175,oligodendrocyte_progenitor_2
1249,2656144900562100120,astrocyte_1
1250,2795584800457100183,oligodendrocyte_progenitor_2
1251,2787445900262100198,oligodendrocyte_progenitor_2
1252,2796212800626100189,oligodendrocyte_progenitor_2
1253,2795903600266100098,alpha_motoneuron
1254,2787445900323100207,MV_ex_Syt2
1255,2796212800110100023,astrocyte_1
1256,2795584800456200077,oligodendrocyte_progenitor_2
1257,2795903600320100275,oligodendrocyte_progenitor_2
1258,2787889600130100072,oligodendrocyte_progenitor_2
1259,2795103300180100080,oligodendrocyte_progenitor_2
1260,2945606900000008616,oligodendrocyte_progenitor_2
1261,2787445900804100209,oligodendrocyte_progenitor_2
1262,2707604700248100283,oligodendrocyte_progenitor_2
1263,2656144900368100129,astrocyte_1
1264,2787889600414100225,oligodendrocyte_progenitor_2
1265,2656144900211100059,MV_ex_Syt2
1266,2787445900265100089,oligodendrocyte_progenitor_2
1267,2656144900370100069,astrocyte_1
1268,2656144900452100079,astrocyte_1
1269,2796212800454100132,oligodendrocyte_progenitor_2
1270,2787445900252100247,DH_ex_Nmu/Tac2
1271,2707737900073100219,oligodendrocyte_progenitor_2
1272,2707737900063100048,DH_ex_Sox5/Tac1
1273,2796212800488100109,MV_in_Gabra1
1274,2787445900462200008,DH_ex_Sox5/Tac1
1275,2795584800458100111,DH_in_Pdyn/Gal
1276,2656143800468100209,DH_in_Pdyn
1277,2707604700063100142,DH_in_Cdh3
1278,2787445900231100094,oligodendrocyte_progenitor_2
1279,2796212800375100104,MV_in_Gabra1
1280,2795103300119100217,oligodendrocyte_progenitor_2
1281,2787445900859100111,M_in_Tfap2b
1282,2787889600348100166,oligodendrocyte_progenitor_2
1283,2707604800198200012,oligodendrocyte_progenitor_2
1284,2795103300368100162,oligodendrocyte_progenitor_2
1285,2787445900230100019,oligodendrocyte_progenitor_2
1286,2787889600415100178,astrocyte_2
1287,2787445900194100105,DH_ex_Nmu/Tac2
1288,2787445900636100247,oligodendrocyte_progenitor_2
1289,2796212800520100134,M_ex_Vsx2
1290,2656144900641100193,DH_ex_Nmu/Tac2
1291,2795903600355100207,DH_ex_Sox5
1292,2795584800175100183,DH_ex_Sox5
1293,2707604800119100205,oligodendrocyte_progenitor_2
1294,2946331700000001811,oligodendrocyte_progenitor_2
1295,2795584800224100133,oligodendrocyte_progenitor_2
1296,2707604700092100288,DM_ex_Zfhx3
1297,2787889600316100249,DM_ex_Zfhx3
1298,2946331700000000820,oligodendrocyte_progenitor_2
1299,2656144900088100106,alpha_motoneuron
1300,2796212800375100057,astrocyte_1
1301,2707604700250100155,oligodendrocyte_progenitor_2
1302,2656144900423100123,astrocyte_1
1303,2795584800457100069,oligodendrocyte_progenitor_2
1304,2656144900190100234,astrocyte_1
1305,2656144900589100115,MV_in_Esrrb
1306,2796212800912100100,oligodendrocyte_progenitor_2
1307,2787445900463100105,oligodendrocyte_progenitor_2
1308,2787445900548100046,oligodendrocyte_progenitor_2
1309,2787445900163100191,oligodendrocyte_progenitor_2
1310,2796212800530100090,DH_ex_Reln/Nmur2
1311,2787889600383100098,oligodendrocyte_progenitor_2
1312,2787445900804100198,DH_in_Cdh3
1313,2656144900087100158,astrocyte_1
1314,2796212800791100147,oligodendrocyte_progenitor_2
1315,2787445900861100063,oligodendrocyte_progenitor_2
1316,2795903600514100096,M_ex_Vsx2
1317,2946331700000004592,DH_ex_Reln
1318,2707604000027100135,oligodendrocyte_progenitor_2
1319,2707604700060100127,oligodendrocyte_progenitor_2
1320,2726544600430100108,oligodendrocyte_progenitor_2
1321,2787445900396100172,alpha_motoneuron
1322,2787889600348100059,oligodendrocyte_progenitor_2
1323,2787445900243100099,oligodendrocyte_progenitor_2
1324,2795103300108200027,oligodendrocyte_progenitor_2
1325,2795903600589100254,oligodendrocyte_progenitor_2
1326,2726562700140100059,MV_in_Gm26673
1327,2946331700000003636,astrocyte_1
1328,2656144900615100031,astrocyte_1
1329,2707604800143100192,oligodendrocyte_progenitor_2
1330,2795584800701100114,oligodendrocyte_progenitor_2
1331,2656144900530100146,M_in_Tfap2b
1332,2796212800231100156,oligodendrocyte_progenitor_2
1333,2656143800267100126,DH_ex_Nmu/Tac2
1334,2795584800389100236,oligodendrocyte_progenitor_2
1335,2787889600478100143,oligodendrocyte_progenitor_2
1336,2795584800175200068,DH_ex_Nmu/Tac2
1337,2707604700063100048,DH_ex_Sox5
1338,2656144900141100167,alpha_motoneuron
1339,2795903600170100084,DH_ex_Grpr
1340,2726543700131100217,DM_ex_Zfhx3
1341,2726544600055100073,oligodendrocyte_progenitor_2
1342,2787445900618100067,oligodendrocyte_progenitor_2
1343,2787445900725100219,oligodendrocyte_progenitor_2
1344,2787889600319100024,oligodendrocyte_progenitor_2
1345,2787889600160100037,oligodendrocyte_progenitor_2
1346,2707604700223100146,oligodendrocyte_progenitor_2
1347,2796212800111100156,astrocyte_1
1348,2707604000100100180,oligodendrocyte_progenitor_2
1349,2787889600281100128,DH_in_Npy
1350,2796212800393100039,oligodendrocyte_progenitor_2
1351,2796212800561100093,M_in_Tfap2b
1352,2795584800354100019,oligodendrocyte_progenitor_2
1353,2656143800078100225,oligodendrocyte_progenitor_2
1354,2656143800393100049,oligodendrocyte_progenitor_2
1355,2795103300379100035,oligodendrocyte_progenitor_2
1356,2707604700249100105,M_ex_Neurod2
1357,2796212800295100073,MV_in_Gabra1
1358,2787445900754100022,oligodendrocyte_progenitor_2
1359,2796212800979100210,DM_ex_Zfhx3
1360,2795903600266100105,oligodendrocyte_progenitor_2
1361,2787445900860100056,M_in_Tfap2b
1362,2707737900120100142,astrocyte_2
1363,2945606900000028409,oligodendrocyte_progenitor_2
1364,2795903600589100177,oligodendrocyte_progenitor_2
1365,2795103300230100046,oligodendrocyte_progenitor_2
1366,2787445900267100234,oligodendrocyte_progenitor_2
1367,2787445900303100172,M_ex_Vsx2
1368,2795103300126100158,oligodendrocyte_progenitor_2
1369,2796212800537100241,DH_ex_Cpne4
1370,2945606900000005271,oligodendrocyte_progenitor_2
1371,2787445900696100058,oligodendrocyte_progenitor_2
1372,2796212800789200124,oligodendrocyte_1
1373,2787889600164100013,oligodendrocyte_progenitor_2
1374,2707604700248100271,oligodendrocyte_progenitor_2
1375,2946331700000005958,DH_ex_Grpr
1376,2787445900621100173,oligodendrocyte_progenitor_2
1377,2796212800522100028,oligodendrocyte_progenitor_2
1378,2656143800416100067,oligodendrocyte_progenitor_2
1379,2946331700000018666,astrocyte_1
1380,2946331700000008155,DH_in_Cdh3
1381,2656143800190100019,oligodendrocyte_progenitor_2
1382,2707737900122100046,oligodendrocyte_progenitor_2
1383,2796212800980100285,DH_ex_Prkcg/Rxfp1
1384,2787889600360100061,DH_ex_Sox5/Tac1
1385,2656144300146100070,DH_in_Cdh3
1386,2945606900000017012,MV_ex_Syt2
1387,2787445900285100132,oligodendrocyte_progenitor_2
1388,2795103300190100078,oligodendrocyte_progenitor_2
1389,2787445900194100040,DH_ex_Sox5/Tac1
1390,2795903600428100027,oligodendrocyte_progenitor_2
1391,2787445900549100177,DH_in_Cdh3
1392,2656143800416100305,oligodendrocyte_progenitor_2
1393,2656143800443100142,oligodendrocyte_progenitor_2
1394,2787445900163100046,MV_ex_Syt2
1395,2787445900424100075,MV_in_Gabra1
1396,2787889600163100116,oligodendrocyte_progenitor_2
1397,2787889600416100022,oligodendrocyte_progenitor_2
1398,2787445900761100299,oligodendrocyte_progenitor_2
1399,2796212800792100088,DH_in_Cdh3
1400,2796212800907100026,oligodendrocyte_progenitor_2
1401,2707604000085100218,oligodendrocyte_progenitor_2
1402,2796212800423100070,DH_ex_Nmu/Tac2
1403,2787889600132100215,alpha_motoneuron
1404,2795103300232100144,DH_in_Cdh3
1405,2946331700000011299,astrocyte_1
1406,2787889600024100207,DH_ex_Grpr
1407,2707604800446100071,DH_in_Cdh3
1408,2946331700000000816,oligodendrocyte_progenitor_2
1409,2656143800128100253,oligodendrocyte_progenitor_2
1410,2787889600093100152,MV_in_Gm26673
1411,2656144900537100135,MV_in_Esrrb
1412,2707604700083100200,oligodendrocyte_progenitor_2
1413,2656144900582100098,DH_in_Cdh3
1414,2707604000057100291,oligodendrocyte_progenitor_2
1415,2787445900244100090,oligodendrocyte_progenitor_2
1416,2787445900224100166,oligodendrocyte_progenitor_2
1417,2795903600461100147,oligodendrocyte_progenitor_2
1418,2656144900403100070,DM_ex_Zfhx3
1419,2656143800028100109,oligodendrocyte_progenitor_2
1420,2656143800155100140,oligodendrocyte_progenitor_2
1421,2795584800421100235,MV_in_Gabra1
1422,2787445900253100150,DH_ex_Sox5/Tac1
1423,2707604700363100212,oligodendrocyte_progenitor_2
1424,2656143800155100053,oligodendrocyte_progenitor_2
1425,2787445900253100157,DH_in_Cdh3
1426,2707604700062100107,oligodendrocyte_progenitor_2
1427,2795584800448100123,oligodendrocyte_progenitor_2
1428,2787445900288100068,oligodendrocyte_progenitor_2
1429,2787445900823100161,DH_ex_Prkcg/Rxfp1
1430,2707604700248100139,MV_in_Gm26673
1431,2707604700059200076,oligodendrocyte_progenitor_2
1432,2796212800111100205,astrocyte_1
1433,2787889600326200025,DH_ex_Reln/Nmur2
1434,2656144900479100081,astrocyte_1
1435,2656143800130100117,alpha_motoneuron
1436,2796212800109100035,astrocyte_1
1437,2707604700274100067,oligodendrocyte_progenitor_2
1438,2787445900251100145,DH_ex_Reln/Nmur2
1439,2787445900094100073,DH_in_Pdyn
1440,2787445900194100096,oligodendrocyte_progenitor_2
1441,2946331700000008947,astrocyte_1
1442,2787445900194100093,DH_in_Npy2r
1443,2796212800811100162,oligodendrocyte_progenitor_2
1444,2707604700226100054,oligodendrocyte_progenitor_2
1445,2795584800225100213,DH_in_Npy2r
1446,2796212800788100036,oligodendrocyte_progenitor_2
1447,2726544200048100021,MV_in_Sema5b
1448,2796212800488100263,MV_in_Gabra1
1449,2796212800591100094,oligodendrocyte_progenitor_2
1450,2787445900095100127,DH_in_Rorb
1451,2795903600540100040,oligodendrocyte_progenitor_2
1452,2787445900622100147,oligodendrocyte_progenitor_2
1453,2787445900246100103,oligodendrocyte_progenitor_2
1454,2726562700233100112,DH_in_Npy
1455,2795903600439100074,oligodendrocyte_progenitor_2
1456,2787445900262100016,MV_ex_Syt2
1457,2787445900229100061,oligodendrocyte_progenitor_2
1458,2795584800419100194,oligodendrocyte_progenitor_2
1459,2707604800381100097,oligodendrocyte_progenitor_2
1460,2795103300109100069,MV_in_Gm26673
1461,2787445900285100163,DM_ex_Zfhx3
1462,2795584800189100234,oligodendrocyte_progenitor_2
1463,2656144900615100092,astrocyte_1
1464,2707604700131100143,DH_ex_Reln/Nmur2
1465,2787889600024100170,oligodendrocyte_progenitor_2
1466,2796212800537100199,DH_ex_Reln/Nmur2
1467,2707737900146100247,oligodendrocyte_progenitor_2
1468,2656144900350100181,DH_ex_Sox5
1469,2656144900558100139,astrocyte_1
1470,2795903600326100032,oligodendrocyte_progenitor_2
1471,2787445900090100047,DH_ex_Reln/Nmur2
1472,2726562700259100127,alpha_motoneuron
1473,2795584800423100049,oligodendrocyte_progenitor_2
1474,2707604000109100130,MV_in_Gm26673
1475,2707604700108100022,oligodendrocyte_progenitor_2
1476,2726562700140100108,MV_ex_Shox2
1477,2656144900484100084,astrocyte_1
1478,2787889600242100134,oligodendrocyte_progenitor_2
1479,2787445900432100060,oligodendrocyte_progenitor_2
1480,2707604700317100214,oligodendrocyte_progenitor_2
1481,2795584800427100044,oligodendrocyte_progenitor_2
1482,2796212800354200021,oligodendrocyte_progenitor_2
1483,2946331700000000777,oligodendrocyte_progenitor_2
1484,2796212800399100035,oligodendrocyte_progenitor_2
1485,2795584800101100159,oligodendrocyte_progenitor_2
1486,2795584800676100044,oligodendrocyte_progenitor_2
1487,2796212800431200039,oligodendrocyte_progenitor_2
1488,2787445900247100060,DH_in_Npy
1489,2945606900000028726,DH_in_Npy2r
1490,2656144900192100044,astrocyte_1
1491,2795103300400100117,DH_ex_Nmu/Tac2
1492,2796212800530100026,DH_in_Rorb
1493,2787889600023100228,DH_ex_Nmu/Tac2
1494,2795903600241100078,oligodendrocyte_progenitor_2
1495,2795903600293100067,MV_in_Gabra1
1496,2707604000040100114,oligodendrocyte_progenitor_2
1497,2946331700000002717,oligodendrocyte_progenitor_2
1498,2707604700361100068,oligodendrocyte_progenitor_2
1499,2707737900086100043,oligodendrocyte_progenitor_2
1500,2707737900113100073,oligodendrocyte_progenitor_2
1501,2795903600242100213,DH_ex_Reln/Nmur2
1502,2707604800263100100,DH_ex_Nmu/Tac2
1503,2726543700196100026,oligodendrocyte_progenitor_2
1504,2656143800052100357,DH_ex_Gpr83
1505,2795103300229100067,oligodendrocyte_progenitor_2
1506,2787445900013100052,DH_ex_Nmu/Tac2
1507,2787445900822100065,oligodendrocyte_progenitor_2
1508,2796212800242100067,DH_ex_Nmu/Tac2
1509,2945606900000028446,DH_ex_Reln/Nmur2
1510,2796212800594100169,DH_ex_Reln/Nmur2
1511,2796212800746100250,oligodendrocyte_progenitor_2
1512,2946331700000001677,oligodendrocyte_progenitor_2
1513,2787889600230100127,oligodendrocyte_progenitor_2
1514,2787889600348100056,oligodendrocyte_progenitor_2
1515,2796212800627200009,DH_ex_Nmu/Tac2
1516,2796212800488100063,oligodendrocyte_progenitor_2
1517,2656144900515100061,astrocyte_1
1518,2656144900394100168,astrocyte_1
1519,2656144900378100177,DH_ex_Reln/Nmur2
1520,2787889600092200066,oligodendrocyte_progenitor_2
1521,2787445900169100223,oligodendrocyte_progenitor_2
1522,2946331700000012578,DH_ex_Reln/Nmur2
1523,2945606900000000587,oligodendrocyte_progenitor_2
1524,2787445900723100114,oligodendrocyte_progenitor_2
1525,2707604700201100155,oligodendrocyte_progenitor_2
1526,2787889600023100122,DH_ex_Nmu/Tac2
1527,2795584800421100194,oligodendrocyte_progenitor_2
1528,2945606900000004879,oligodendrocyte_progenitor_2
1529,2707604700063100201,oligodendrocyte_progenitor_2
1530,2795584800421100188,oligodendrocyte_progenitor_2
1531,2656144900325100275,MV_in_Gabra1
1532,2787445900132100187,oligodendrocyte_progenitor_2
1533,2945606900000014564,DH_ex_Prkcg/Rxfp1
1534,2787889600411100164,oligodendrocyte_progenitor_2
1535,2795903600479100272,MV_in_Gm26673
1536,2787889600385100116,oligodendrocyte_progenitor_2
1537,2796212800110100116,MV_in_Esrrb
1538,2787445900090200070,oligodendrocyte_progenitor_2
1539,2656144900110100165,astrocyte_1
1540,2656143800027100074,DH_ex_Nmu/Tac2
1541,2707737900074200046,oligodendrocyte_progenitor_2
1542,2795584800385100111,alpha_motoneuron
1543,2726543700466100135,M_in_Tfap2b
1544,2707604700044100098,oligodendrocyte_progenitor_2
1545,2707604000110100169,MV_ex_Syt2
1546,2787445900619100112,MV_in_Gabra1
1547,2796212801012100180,DH_ex_Nmu/Tac2
1548,2656144300108100179,MV_ex_Syt2
1549,2726543700465100247,oligodendrocyte_progenitor_2
1550,2787889600441100082,DM_ex_Zfhx3
1551,2656144300211100063,MV_in_Gabra1
1552,2795903600033100188,DH_in_Cdh3
1553,2795103300085100150,alpha_motoneuron
1554,2795584800185100268,DH_ex_Reln/Nmur2
1555,2795584800174100110,MV_in_Gabra1
1556,2796212800398100286,DH_in_Cdh3
1557,2795903600464100153,MV_ex_Syt2
1558,2946331700000014237,astrocyte_1
1559,2795103300447100018,oligodendrocyte_progenitor_2
1560,2795903600211100222,MV_ex_Shox2
1561,2795584800237100047,oligodendrocyte_progenitor_2
1562,2796212800333100081,DH_ex_Reln/Nmur2
1563,2787445900304200051,oligodendrocyte_progenitor_2
1564,2787889600408200129,oligodendrocyte_progenitor_2
1565,2787445900549100104,DH_ex_Nmu/Tac2
1566,2787889600278100104,oligodendrocyte_progenitor_2
1567,2656144900503100175,DH_in_Cdh3
1568,2795103300407100074,oligodendrocyte_progenitor_2
1569,2787445900544100054,DH_in_Npy2r
1570,2656144300129100155,astrocyte_2
1571,2787445900361100307,MV_in_Gabra1
1572,2656144900558100127,astrocyte_1
1573,2707604000100100107,oligodendrocyte_progenitor_2
1574,2787445900097100212,DH_in_Npy2r
1575,2707604800221100076,DH_ex_Nmu/Tac2
1576,2726544600030100067,oligodendrocyte_progenitor_2
1577,2946331700000020398,astrocyte_1
1578,2656144900138100047,MV_in_Esrrb
1579,2795903600435100172,oligodendrocyte_progenitor_2
1580,2946331700000009181,astrocyte_1
1581,2796212800882100289,DH_in_Rorb
1582,2726562800222100140,oligodendrocyte_progenitor_2
1583,2656144900033100012,astrocyte_1
1584,2707604700223100099,MV_in_Gm26673
1585,2795584800709100193,M_in_Tfap2b
1586,2795584800185100033,oligodendrocyte_progenitor_2
1587,2656144900217100078,astrocyte_1
1588,2656144900531100204,astrocyte_1
1589,2656144300102200021,astrocyte_2
1590,2795103300195100228,oligodendrocyte_progenitor_2
1591,2707604700203100105,oligodendrocyte_progenitor_2
1592,2656144900641100302,DH_ex_Reln/Npff
1593,2795584800708100157,VH_in_Chat
1594,2656144900510100063,astrocyte_1
1595,2946331700000021594,DH_ex_Reln/Nmur2
1596,2787445900897100045,oligodendrocyte_progenitor_2
1597,2787445900327100083,oligodendrocyte_progenitor_2
1598,2796212800047100091,astrocyte_1
1599,2707604000039100134,MV_in_Gabra1
1600,2795584800139100086,M_ex_Vsx2
1601,2787889600023100083,DH_ex_Sox5
1602,2787445900550100248,oligodendrocyte_progenitor_2
1603,2787445900232100076,oligodendrocyte_progenitor_2
1604,2707604000109100034,oligodendrocyte_progenitor_2
1605,2795584800588100144,MV_in_Gm26673
1606,2707737900088100173,oligodendrocyte_progenitor_2
1607,2946331700000002188,astrocyte_1
1608,2787889600024100199,DH_ex_Nmu/Tac2
1609,2796212800626100087,DH_ex_Sox5
1610,2707737900112100060,oligodendrocyte_progenitor_2
1611,2945606900000016939,DH_in_Npy
1612,2795584800436100312,DH_ex_Reln/Nmur2
1613,2656144900190100146,MV_ex_Syt2
1614,2795903600518200016,DH_ex_Reln/Nmur2
1615,2707604700083100085,oligodendrocyte_progenitor_2
1616,2707604800123100010,oligodendrocyte_progenitor_2
1617,2787889600512100107,oligodendrocyte_progenitor_2
1618,2796212800747100206,M_in_Tfap2b
1619,2795584800124100266,DH_ex_Reln/Nmur2
1620,2787889600450100054,oligodendrocyte_progenitor_2
1621,2795584800450100137,DH_in_Rorb
1622,2656143800215100183,oligodendrocyte_progenitor_2
1623,2796212800591100091,oligodendrocyte_progenitor_2
1624,2795903600438100058,DH_ex_Nmu/Tac2
1625,2796212800919100170,oligodendrocyte_progenitor_2
1626,2707604000011200049,oligodendrocyte_progenitor_2
1627,2707604000140200099,DH_in_Rorb
1628,2787445900361100108,MV_in_Gabra1
1629,2656144900186100075,astrocyte_1
1630,2656144900590100017,astrocyte_1
1631,2787445900244100148,oligodendrocyte_progenitor_2
1632,2946331700000001655,MV_ex_Shox2
1633,2787445900398100051,oligodendrocyte_progenitor_2
1634,2707604700389100180,DH_ex_Sox5/Tac1
1635,2787445900432100030,oligodendrocyte_progenitor_2
1636,2796212800397100172,M_in_Tfap2b
1637,2795903600461100204,alpha_motoneuron
1638,2945606900000006450,oligodendrocyte_progenitor_2
1639,2795903600543100098,oligodendrocyte_progenitor_2
1640,2707604800425100164,DH_ex_Reln/Nmur2
1641,2795903600453100238,oligodendrocyte_progenitor_2
1642,2946331700000006323,DH_ex_Reln
1643,2796212800887100119,oligodendrocyte_progenitor_2
1644,2787445900686100169,DH_ex_Nmu/Tac2
1645,2707604800425100050,oligodendrocyte_progenitor_2
1646,2796212800263100081,oligodendrocyte_progenitor_2
1647,2656144900190100251,DH_in_Cdh3
1648,2787445900389100023,DH_ex_Reln
1649,2707604000057100135,oligodendrocyte_progenitor_2
1650,2707737900086200064,oligodendrocyte_progenitor_2
1651,2787889600316100109,oligodendrocyte_progenitor_2
1652,2787445900731100096,oligodendrocyte_progenitor_2
1653,2656144900537100184,astrocyte_1
1654,2945606900000014563,DH_in_Rorb
1655,2787445900470100023,oligodendrocyte_progenitor_2
1656,2787445900509100057,oligodendrocyte_progenitor_2
1657,2795903600427100230,oligodendrocyte_progenitor_2
1658,2707604000040100076,alpha_motoneuron
1659,2707604800382100014,oligodendrocyte_progenitor_2
1660,2787889600349100058,DM_ex_Zfhx3
1661,2656144900377100049,DH_ex_Gpr83
1662,2795103300365200134,oligodendrocyte_progenitor_2
1663,2795903600168100180,oligodendrocyte_progenitor_2
1664,2787445900425100099,M_in_Tfap2b
1665,2787445900389100067,oligodendrocyte_progenitor_2
1666,2787445900254200089,oligodendrocyte_progenitor_2
1667,2707737900049100093,DH_ex_Reln
1668,2796212800778100086,oligodendrocyte_progenitor_2
1669,2656144900209100090,DH_in_Rorb
1670,2656143800028100154,oligodendrocyte_progenitor_2
1671,2787445900051100222,oligodendrocyte_progenitor_2
1672,2795903600488100175,MV_in_Gabra1
1673,2795584800345100190,alpha_motoneuron
1674,2796212800375100029,MV_in_Gm26673
1675,2946331700000002653,DH_in_Pdyn/Gal
1676,2796212800887100250,oligodendrocyte_progenitor_2
1677,2656144900237100277,DM_ex_Zfhx3
1678,2796212800914100241,M_in_Tfap2b
1679,2656143800443100031,oligodendrocyte_progenitor_2
1680,2795903600670100251,oligodendrocyte_progenitor_2
1681,2796212800747100073,oligodendrocyte_progenitor_2
1682,2787445900549100231,DH_in_Cdh3
1683,2795903600518100154,oligodendrocyte_progenitor_2
1684,2707737900146100209,oligodendrocyte_progenitor_2
1685,2656143800443100122,oligodendrocyte_progenitor_2
1686,2795584800139100067,oligodendrocyte_progenitor_2
1687,2787445900395100048,oligodendrocyte_progenitor_2
1688,2707737900075100092,oligodendrocyte_progenitor_2
1689,2795584800173100033,MV_in_Gm26673
1690,2787445900696100118,oligodendrocyte_progenitor_2
1691,2796212800208100094,MV_in_Sema5b
1692,2656144900396100033,MV_ex_Shox2
1693,2707604800284100079,oligodendrocyte_progenitor_2
1694,2946331700000005002,oligodendrocyte_progenitor_2
1695,2707604000123100097,oligodendrocyte_progenitor_2
1696,2707737900008100172,MV_in_Esrrb
1697,2656143800216100089,oligodendrocyte_progenitor_2
1698,2796212800812100119,oligodendrocyte_progenitor_2
1699,2796212800914100063,oligodendrocyte_progenitor_2
1700,2726544200025100051,oligodendrocyte_progenitor_2
1701,2795584800415100050,oligodendrocyte_progenitor_2
1702,2787445900761100145,oligodendrocyte_progenitor_2
1703,2795584800224100064,DH_ex_Nmu/Tac2
1704,2787445900364100139,oligodendrocyte_progenitor_2
1705,2945606900000016673,oligodendrocyte_progenitor_2
1706,2656144900217100159,DH_ex_Reln/Nmur2
1707,2656143800444100066,visceral_motoneuron
1708,2946331700000004853,MV_in_Sema5b
1709,2795903600490100110,MV_in_Gabra1
1710,2795903600379100119,oligodendrocyte_progenitor_2
1711,2656144900564100067,astrocyte_1
1712,2707737900084100050,oligodendrocyte_progenitor_2
1713,2707604700387100044,oligodendrocyte_progenitor_2
1714,2656144900503100273,DH_ex_Grp
1715,2787445900550100123,DH_ex_Grpr
1716,2707604000095100190,DH_in_Pdyn
1717,2946331700000021392,oligodendrocyte_progenitor_2
1718,2707604700200100034,oligodendrocyte_progenitor_2
1719,2656144900315100168,astrocyte_1
1720,2795584800386100197,oligodendrocyte_progenitor_2
1721,2787889600314100222,DH_in_Npy2r
1722,2796212800945100220,oligodendrocyte_progenitor_2
1723,2787889600383100115,oligodendrocyte_progenitor_2
1724,2796212800822100118,oligodendrocyte_progenitor_2
1725,2795584800189100217,MV_ex_Syt2
1726,2787889600196100032,oligodendrocyte_progenitor_2
1727,2656144300146100075,DH_ex_Tac2
1728,2656144900511100116,astrocyte_1
1729,2796212800488100232,oligodendrocyte_progenitor_2
1730,2787445900225100023,DH_in_Pdyn
1731,2707604700131100201,oligodendrocyte_progenitor_2
1732,2787445900050100037,oligodendrocyte_progenitor_2
1733,2656144900516100156,astrocyte_1
1734,2796212800231100078,oligodendrocyte_progenitor_2
1735,2795584800377100095,oligodendrocyte_progenitor_2
1736,2946331700000017424,oligodendrocyte_progenitor_2
1737,2796212800536100057,astrocyte_1
1738,2795103300191100053,DH_in_Cdh3
1739,2795584800639100069,oligodendrocyte_progenitor_2
1740,2726562700238100131,MV_in_Gm26673
1741,2787445900401100042,oligodendrocyte_progenitor_2
1742,2795584800087100216,MV_in_Gabra1
1743,2795103300345100047,MV_in_Esrrb
1744,2795584800479100028,oligodendrocyte_progenitor_2
1745,2726544600377100100,oligodendrocyte_progenitor_2
1746,2787445900798100023,oligodendrocyte_progenitor_2
1747,2787445900095100025,oligodendrocyte_progenitor_2
1748,2707737900021100234,oligodendrocyte_progenitor_2
1749,2656144900263100169,astrocyte_1
1750,2787889600132100014,oligodendrocyte_progenitor_2
1751,2796212800521100178,MV_ex_Shox2
1752,2787445900358200100,oligodendrocyte_progenitor_2
1753,2795103300119100079,MV_in_Gm26673
1754,2707737900101100236,DH_in_Npy
1755,2796212800716100150,oligodendrocyte_progenitor_2
1756,2796212800337100196,oligodendrocyte_progenitor_2
1757,2796212800789100257,oligodendrocyte_progenitor_2
1758,2787445900128100079,oligodendrocyte_progenitor_2
1759,2656144900187100072,astrocyte_1
1760,2656144900209100207,astrocyte_1
1761,2707604000042100242,DH_in_Npy
1762,2796212800396100245,MV_in_Gabra1
